"","agency","model","region","rawdelt","controldelt","prop","ratio"
"1","CNRM-CERFACS","CNRM-CM5","AFSC_Aleutians",0.0276153476170808,0.00700510780072377,0.797659859866512,0.253667196149685
"2","CNRM-CERFACS","CNRM-CM5","AFSC_EBS",0.0426411417896415,0.00791040584689344,0.843518028295213,0.185511117078367
"3","CNRM-CERFACS","CNRM-CM5","AFSC_GOA",0.0282281837945018,0.00421217677348298,0.870156289889085,0.149218837603835
"4","CNRM-CERFACS","CNRM-CM5","AFSC_WCTri",0.02156580209588,0.00374470127742854,0.852049513903482,0.173640714163094
"5","CNRM-CERFACS","CNRM-CM5","DFO_NewfoundlandFall",0.0310369691363984,0.00210822071787097,0.9363943689223,0.067926114454216
"6","CNRM-CERFACS","CNRM-CM5","DFO_NewfoundlandSpring",0.0375433731668264,0.00133510773472273,0.965659467557295,0.035561741583264
"7","CNRM-CERFACS","CNRM-CM5","DFO_ScotianShelf",0.0372661866666955,-0.00159818960998478,1.04480738314079,-0.0428857834121534
"8","CNRM-CERFACS","CNRM-CM5","DFO_SoGulf",0.0450611686153401,0.00150248644297057,0.967732635226143,0.0333432640372998
"9","CNRM-CERFACS","CNRM-CM5","NEFSC_NEUSFall",0.0249726261326246,0.000285126672062714,0.988711320667854,0.0114175686028559
"10","CNRM-CERFACS","CNRM-CM5","NEFSC_NEUSSpring",0.0261312387331403,-0.000318529235538267,1.01234001550933,-0.0121895957092268
"11","CNRM-CERFACS","CNRM-CM5","NWFSC_WCAnn",0.0181372124506407,0.0031380780650922,0.852501282519662,0.173018763144131
"12","CNRM-CERFACS","CNRM-CM5","SEFSC_GOMex",0.0282424172865605,-5.08781502446782e-05,1.00180473119962,-0.00180148001243821
"13","IPSL","IPSL-CM5A-MR","AFSC_Aleutians",0.0254887759777715,0.00119640244814692,0.955166031530638,0.0469384033658695
"14","IPSL","IPSL-CM5A-MR","AFSC_EBS",0.039911499001106,0.00194885941548947,0.95344379529448,0.0488295219238812
"15","IPSL","IPSL-CM5A-MR","AFSC_GOA",0.033118829669204,0.00432772963862343,0.884429178044168,0.130672782880599
"16","IPSL","IPSL-CM5A-MR","AFSC_WCTri",0.0265398905410744,0.00305630465117594,0.896733190488748,0.115158901896971
"17","IPSL","IPSL-CM5A-MR","DFO_NewfoundlandFall",0.0352085086332308,-0.00135384045747486,1.03998977188157,-0.0384520818980973
"18","IPSL","IPSL-CM5A-MR","DFO_NewfoundlandSpring",0.0452244774846313,6.40852771291318e-05,0.998584956703832,0.00141704848112198
"19","IPSL","IPSL-CM5A-MR","DFO_ScotianShelf",0.0361294062754014,-0.00135555373956795,1.03898198332126,-0.0375194025950787
"20","IPSL","IPSL-CM5A-MR","DFO_SoGulf",0.0408513871445591,-0.0012322697881391,1.03110290865527,-0.0301646987843649
"21","IPSL","IPSL-CM5A-MR","NEFSC_NEUSFall",0.0272607064199594,-4.6701354144705e-06,1.00017134316104,-0.000171313807592718
"22","IPSL","IPSL-CM5A-MR","NEFSC_NEUSSpring",0.027823626455508,-0.000150636661372078,1.00544345451983,-0.00541398374553933
"23","IPSL","IPSL-CM5A-MR","NWFSC_WCAnn",0.0222067236513559,0.00243091904722162,0.901333131705739,0.1094677038084
"24","IPSL","IPSL-CM5A-MR","SEFSC_GOMex",0.0412328974713961,0.000827849597825127,0.980317762866582,0.0200774053872741
"25","IPSL","IPSL-CM5B-LR","AFSC_Aleutians",0.0274379886898632,0.000753745811741167,0.973263588599053,0.027470884264182
"26","IPSL","IPSL-CM5B-LR","AFSC_EBS",0.0396134955100799,-0.000233858362192064,1.00593856061481,-0.00590350230851397
"27","IPSL","IPSL-CM5B-LR","AFSC_GOA",0.0327352838661971,0.00106253711132502,0.968561964038105,0.032458466395711
"28","IPSL","IPSL-CM5B-LR","AFSC_WCTri",0.0259275180085375,0.000804451267372018,0.969906771212064,0.0310269292690155
"29","IPSL","IPSL-CM5B-LR","DFO_NewfoundlandFall",0.0362796471558472,0.00294499500470319,0.92491977383378,0.0811748524469466
"30","IPSL","IPSL-CM5B-LR","DFO_NewfoundlandSpring",0.0444950327322569,0.00668322129775527,0.869412870282052,0.150201514357135
"31","IPSL","IPSL-CM5B-LR","DFO_ScotianShelf",0.0425679349248073,0.0107339170398786,0.798620185899166,0.252159684486438
"32","IPSL","IPSL-CM5B-LR","DFO_SoGulf",0.0485390106376036,0.0109047878510357,0.816552977294684,0.224660282683793
"33","IPSL","IPSL-CM5B-LR","NEFSC_NEUSFall",0.0312945425574339,0.00828648769391396,0.79064497206634,0.264790184381383
"34","IPSL","IPSL-CM5B-LR","NEFSC_NEUSSpring",0.0329328371415534,0.0104227164151494,0.759599046486214,0.316484011697807
"35","IPSL","IPSL-CM5B-LR","NWFSC_WCAnn",0.0217394100733483,0.00149630610985979,0.935603185283304,0.0688291956778629
"36","IPSL","IPSL-CM5B-LR","SEFSC_GOMex",0.027214621687341,0.0030049187312548,0.900563718387798,0.110415598121379
"37","MOHC","HadGem2-CC","AFSC_Aleutians",0.0410313308529857,-0.00591111150782426,1.16831077988807,-0.144063362921462
"38","MOHC","HadGem2-CC","AFSC_EBS",0.063071000265658,-0.00312059715117715,1.05205298028135,-0.0494775275171322
"39","MOHC","HadGem2-CC","AFSC_GOA",0.0377859294498862,-0.00498981301021967,1.15214645976145,-0.132054790840528
"40","MOHC","HadGem2-CC","AFSC_WCTri",0.0294474509834296,-3.27290662508517e-05,1.00111267637828,-0.00111143970557142
"41","MOHC","HadGem2-CC","DFO_NewfoundlandFall",0.0428929008382461,0.0017334695872875,0.961155936036069,0.0404139042454742
"42","MOHC","HadGem2-CC","DFO_NewfoundlandSpring",0.0672599692656957,0.0089223308029336,0.882881840074455,0.132654399048086
"43","MOHC","HadGem2-CC","DFO_ScotianShelf",0.0542446454516561,0.00826666216595667,0.867757330937235,0.152395911101015
"44","MOHC","HadGem2-CC","DFO_SoGulf",0.0816992357307674,0.0147631311153418,0.846954500516309,0.180700969639329
"45","MOHC","HadGem2-CC","NEFSC_NEUSFall",0.0283868692192815,-0.00270240169084719,1.10521540646523,-0.0951990045105647
"46","MOHC","HadGem2-CC","NEFSC_NEUSSpring",0.0288754127437726,-0.00264816478183082,1.10096998303724,-0.091710023518259
"47","MOHC","HadGem2-CC","NWFSC_WCAnn",0.0233531225242917,0.00115955747526584,0.952695605895122,0.0496532090755606
"48","MOHC","HadGem2-CC","SEFSC_GOMex",0.0398795682717657,-0.00149520511762873,1.03895349550609,-0.0374930116454476
"49","MPI-M","MPI-ESM-LR","AFSC_Aleutians",0.0244480572423388,-0.00174875474007975,1.07704002093922,-0.0715293948613341
"50","MPI-M","MPI-ESM-LR","AFSC_EBS",0.0442288797735781,0.00170289474434564,0.962925561613538,0.0385018737318988
"51","MPI-M","MPI-ESM-LR","AFSC_GOA",0.0266945325065489,0.000663964718519044,0.975730950678436,0.0248726857590091
"52","MPI-M","MPI-ESM-LR","AFSC_WCTri",0.0219791448071353,0.000426019538350023,0.980985654388388,0.0193828987473489
"53","MPI-M","MPI-ESM-LR","DFO_NewfoundlandFall",0.0281102901376477,-0.000429064162240008,1.01550018639424,-0.0152635977835522
"54","MPI-M","MPI-ESM-LR","DFO_NewfoundlandSpring",0.0474174535438169,-0.00292336378574354,1.06570229443143,-0.0616516402139174
"55","MPI-M","MPI-ESM-LR","DFO_ScotianShelf",0.043123997770216,-0.0134500564841343,1.45326154535606,-0.311892616167041
"56","MPI-M","MPI-ESM-LR","DFO_SoGulf",0.0524105700519192,-0.00604622934631622,1.13040688715294,-0.115362785413833
"57","MPI-M","MPI-ESM-LR","NEFSC_NEUSFall",0.0290789280245232,-0.00200357802227218,1.07400007837777,-0.0689013714873706
"58","MPI-M","MPI-ESM-LR","NEFSC_NEUSSpring",0.0294879152653391,-0.00234657770789936,1.08645770323343,-0.0795776061747432
"59","MPI-M","MPI-ESM-LR","NWFSC_WCAnn",0.0173089254319916,0.00023352491523548,0.98668801047669,0.0134915894203266
"60","MPI-M","MPI-ESM-LR","SEFSC_GOMex",0.0368529447858363,0.00198690900605716,0.948843550835615,0.0539145248121607
"61","MPI-M","MPI-ESM-MR","AFSC_Aleutians",0.025002374226452,0.00183939134266034,0.931472788631423,0.0735686669594083
"62","MPI-M","MPI-ESM-MR","AFSC_EBS",0.042664441985829,0.0052610402323094,0.890224573884032,0.123312060053589
"63","MPI-M","MPI-ESM-MR","AFSC_GOA",0.0255928175145745,0.00398124998461914,0.865380371342978,0.155561222688823
"64","MPI-M","MPI-ESM-MR","AFSC_WCTri",0.0205648308647199,0.000682905523096819,0.967859845838054,0.0332074466154925
"65","MPI-M","MPI-ESM-MR","DFO_NewfoundlandFall",0.0236797237769191,0.0022749457115934,0.912349270615821,0.0960714632073039
"66","MPI-M","MPI-ESM-MR","DFO_NewfoundlandSpring",0.0403483057059685,0.00806649722251035,0.833387791861372,0.199921584844072
"67","MPI-M","MPI-ESM-MR","DFO_ScotianShelf",0.0389546915849256,0.00327246219571085,0.922503368029236,0.0840068824207353
"68","MPI-M","MPI-ESM-MR","DFO_SoGulf",0.0487707335856145,0.00655648133360132,0.881496270087432,0.134434749112227
"69","MPI-M","MPI-ESM-MR","NEFSC_NEUSFall",0.0250127138943463,4.49931452472335e-06,0.999820151249975,0.000179881101416202
"70","MPI-M","MPI-ESM-MR","NEFSC_NEUSSpring",0.0254965431116022,-9.95568126037924e-05,1.00392002466087,-0.00390471806974056
"71","MPI-M","MPI-ESM-MR","NWFSC_WCAnn",0.016490953362161,0.000718775065344689,0.958234374913441,0.04358602256398
"72","MPI-M","MPI-ESM-MR","SEFSC_GOMex",0.030927081417392,0.00270430149889538,0.91958994057346,0.0874412125217416
"73","MRI","MRI-CGCM3","AFSC_Aleutians",0.0237607866230416,-0.00296181120216558,1.14240178384906,-0.124651226794546
"74","MRI","MRI-CGCM3","AFSC_EBS",0.0332606284524242,-0.00142086163195029,1.04462537806768,-0.0427190254081543
"75","MRI","MRI-CGCM3","AFSC_GOA",0.0204158783561678,-0.00104267144259228,1.05382028113588,-0.0510715936097493
"76","MRI","MRI-CGCM3","AFSC_WCTri",0.019190031250463,-0.00179347003294642,1.10309336486228,-0.0934584216950218
"77","MRI","MRI-CGCM3","DFO_NewfoundlandFall",0.0129725361172938,0.0015696868275474,0.892060049312871,0.121000767571951
"78","MRI","MRI-CGCM3","DFO_NewfoundlandSpring",0.0160401541049282,0.00445822076514051,0.782508574782174,0.277941267644726
"79","MRI","MRI-CGCM3","DFO_ScotianShelf",0.0228887842721663,0.00177279446514338,0.928115126609418,0.0774525393775139
"80","MRI","MRI-CGCM3","DFO_SoGulf",0.0301265112179725,0.00601977135857267,0.833460844947889,0.199816411366659
"81","MRI","MRI-CGCM3","NEFSC_NEUSFall",0.0224765345990789,-0.000773911248908137,1.03565980187838,-0.0344319648341098
"82","MRI","MRI-CGCM3","NEFSC_NEUSSpring",0.0220739046237283,-0.000972202352979583,1.04607222396116,-0.0440430621383819
"83","MRI","MRI-CGCM3","NWFSC_WCAnn",0.0159184826881978,-0.00145262558901473,1.1004175265285,-0.0912540232299737
"84","MRI","MRI-CGCM3","SEFSC_GOMex",0.0254032994203182,-0.00173514019537409,1.07331115947308,-0.0683037335688089
"85","NCAR","CCSM4","AFSC_Aleutians",0.0288540008146966,0.00142035653669379,0.953083841872912,0.0492256358421652
"86","NCAR","CCSM4","AFSC_EBS",0.0429836342028411,0.00336359885542789,0.927426112985017,0.0782530122873037
"87","NCAR","CCSM4","AFSC_GOA",0.0295829321254934,-0.000312059151485426,1.01066108112876,-0.0105486214200013
"88","NCAR","CCSM4","AFSC_WCTri",0.0209459144894207,0.000859390116126863,0.960588025176763,0.0410290090967822
"89","NCAR","CCSM4","DFO_NewfoundlandFall",0.0191216796417889,-0.000228374233402462,1.01208757432678,-0.0119432098895417
"90","NCAR","CCSM4","DFO_NewfoundlandSpring",0.0309391608926721,0.00270832780770734,0.919508768341549,0.0875372094641652
"91","NCAR","CCSM4","DFO_ScotianShelf",0.023843274197907,0.00421455097345539,0.849790532669045,0.176760579879812
"92","NCAR","CCSM4","DFO_SoGulf",0.0304674392208029,0.00274769940138194,0.917275690683202,0.0901847832195178
"93","NCAR","CCSM4","NEFSC_NEUSFall",0.0273897961287116,0.000913649280995117,0.967719503128698,0.0333572866589313
"94","NCAR","CCSM4","NEFSC_NEUSSpring",0.026960713860753,0.00111057760896711,0.960437245640619,0.0411924407752344
"95","NCAR","CCSM4","NWFSC_WCAnn",0.0173543332404358,0.000724284783203651,0.959936938638972,0.0417350971177652
"96","NCAR","CCSM4","SEFSC_GOMex",0.0342852471470185,0.00164482147389458,0.954221588295626,0.0479746133035421
"97","NCC","NorESM1-M","AFSC_Aleutians",0.0350809852546255,-0.000237009297520837,1.00680201644648,-0.00675606160432985
"98","NCC","NorESM1-M","AFSC_EBS",0.0370791262201994,-0.00340423873707678,1.10109131734391,-0.0918101121601478
"99","NCC","NorESM1-M","AFSC_GOA",0.0232114094243609,-0.00388794236815948,1.20120314624967,-0.167501348025812
"100","NCC","NorESM1-M","AFSC_WCTri",0.0190188193996024,-0.00237333976490388,1.14258163879859,-0.124789016344174
"101","NCC","NorESM1-M","DFO_NewfoundlandFall",0.0209923581802838,-0.000806238553223584,1.03994024449071,-0.0384062879596256
"102","NCC","NorESM1-M","DFO_NewfoundlandSpring",0.0314299544030009,-0.00213886771510183,1.07302111177683,-0.0680518873071486
"103","NCC","NorESM1-M","DFO_ScotianShelf",0.0397508932777454,-0.000467024170714704,1.01188844636057,-0.0117487717181985
"104","NCC","NorESM1-M","DFO_SoGulf",0.061069569339234,-0.001604898706667,1.02698911285633,-0.0262798432022991
"105","NCC","NorESM1-M","NEFSC_NEUSFall",0.0274588701612388,0.000604570698268077,0.978457000291065,0.0220173188014667
"106","NCC","NorESM1-M","NEFSC_NEUSSpring",0.0279641373957214,0.000776472202948211,0.972983446983527,0.0277667139150523
"107","NCC","NorESM1-M","NWFSC_WCAnn",0.01452309560222,-0.00147918853530953,1.11340072631013,-0.101850774505913
"108","NCC","NorESM1-M","SEFSC_GOMex",0.0319097940711571,0.00148535399723393,0.955521862212079,0.0465485297060104
"109","NCC","NorESM1-ME","AFSC_Aleutians",0.0381766224875823,-0.00154967588064844,1.0423097206895,-0.0405922729584708
"110","NCC","NorESM1-ME","AFSC_EBS",0.0440842359257822,0.000673234210607426,0.984958171037016,0.0152715408687324
"111","NCC","NorESM1-ME","AFSC_GOA",0.0310269873130426,0.000316406695439615,0.989905155282354,0.0101977898223657
"112","NCC","NorESM1-ME","AFSC_WCTri",0.0249650268348931,-0.000525992932280823,1.02152265651649,-0.0210691915438142
"113","NCC","NorESM1-ME","DFO_NewfoundlandFall",0.0211845763242028,0.00101305915015435,0.95436184402052,0.0478205999804185
"114","NCC","NorESM1-ME","DFO_NewfoundlandSpring",0.0305112147021959,0.000807358152946767,0.974221106540166,0.0264610295206851
"115","NCC","NorESM1-ME","DFO_ScotianShelf",0.0386911990656277,0.00127807173392374,0.968023641453622,0.0330326214950301
"116","NCC","NorESM1-ME","DFO_SoGulf",0.0615129130378625,0.00156269233157968,0.975225091817561,0.0254042973158792
"117","NCC","NorESM1-ME","NEFSC_NEUSFall",0.0282965536947192,0.0014080555579664,0.952598078433262,0.0497606730896412
"118","NCC","NorESM1-ME","NEFSC_NEUSSpring",0.0286648379453516,0.00155414540157099,0.948570559646929,0.0542178331701687
"119","NCC","NorESM1-ME","NWFSC_WCAnn",0.0189481691855878,-0.000355187396990896,1.01910330473237,-0.0187452092870828
"120","NCC","NorESM1-ME","SEFSC_GOMex",0.0324168864887014,0.0015900854598393,0.953242368587082,0.0490511468580894
"121","NOAA-GFDL","GFDL-CM3","AFSC_Aleutians",0.0405882124177065,0.00189996262144477,0.955282555212267,0.0468106996654998
"122","NOAA-GFDL","GFDL-CM3","AFSC_EBS",0.0574042258821494,0.001242023056832,0.978821781796748,0.0216364394388292
"123","NOAA-GFDL","GFDL-CM3","AFSC_GOA",0.0317307821245927,0.000316768288512423,0.990115678595426,0.00998299655106562
"124","NOAA-GFDL","GFDL-CM3","AFSC_WCTri",0.0205103645202237,0.000473943045650481,0.977414406257501,0.0231074901269143
"125","NOAA-GFDL","GFDL-CM3","DFO_NewfoundlandFall",0.045040872233791,-0.00641887844724437,1.16619749054696,-0.142512303356966
"126","NOAA-GFDL","GFDL-CM3","DFO_NewfoundlandSpring",0.0629093919066201,-0.0126974653017837,1.252877476734,-0.201837355551476
"127","NOAA-GFDL","GFDL-CM3","DFO_ScotianShelf",0.0431397648323357,-0.000672465349219083,1.01583489784855,-0.015588062471658
"128","NOAA-GFDL","GFDL-CM3","DFO_SoGulf",0.0556890766413387,-0.00789695637906798,1.16523553120748,-0.141804405016943
"129","NOAA-GFDL","GFDL-CM3","NEFSC_NEUSFall",0.0396513774086108,0.00266469935895331,0.93702867651011,0.0672031977979822
"130","NOAA-GFDL","GFDL-CM3","NEFSC_NEUSSpring",0.0394256977036559,0.00249439044099957,0.94049653635288,0.0632681369331423
"131","NOAA-GFDL","GFDL-CM3","NWFSC_WCAnn",0.0179658880631125,0.00047257923699797,0.974369928405321,0.0263042514423914
"132","NOAA-GFDL","GFDL-CM3","SEFSC_GOMex",0.0473261713820862,-0.000106731643120558,1.00226033268735,-0.00225523510572753
"133","NOAA-GFDL","GFDL-ESM2G","AFSC_Aleutians",0.0241663898749747,-0.00215256290776035,1.09778231249688,-0.0890725887853614
"134","NOAA-GFDL","GFDL-ESM2G","AFSC_EBS",0.0356869054942379,-0.000595911978112935,1.01698190670604,-0.0166983371032031
"135","NOAA-GFDL","GFDL-ESM2G","AFSC_GOA",0.0263220651227719,-0.00259799851684784,1.10950898764544,-0.0987004060939067
"136","NOAA-GFDL","GFDL-ESM2G","AFSC_WCTri",0.0222262741986857,-0.00422051349946758,1.23439795574151,-0.189888483411094
"137","NOAA-GFDL","GFDL-ESM2G","DFO_NewfoundlandFall",0.0252049244341053,0.00102854497204431,0.960792644079201,0.0408073023481301
"138","NOAA-GFDL","GFDL-ESM2G","DFO_NewfoundlandSpring",0.02965068411712,0.00663535570271619,0.817137506995489,0.223784236360503
"139","NOAA-GFDL","GFDL-ESM2G","DFO_ScotianShelf",0.0293232639394015,-0.000290566974340254,1.01000826670323,-0.00990909384919532
"140","NOAA-GFDL","GFDL-ESM2G","DFO_SoGulf",0.0327014518897387,0.0137144490136828,0.704531232901873,0.41938348975833
"141","NOAA-GFDL","GFDL-ESM2G","NEFSC_NEUSFall",0.0278930185406968,-0.0021881571689996,1.08512619995722,-0.078448202578255
"142","NOAA-GFDL","GFDL-ESM2G","NEFSC_NEUSSpring",0.0273182713849282,-0.0023685012037801,1.09493078239132,-0.0867002589734441
"143","NOAA-GFDL","GFDL-ESM2G","NWFSC_WCAnn",0.0189168946712034,-0.00363524774184159,1.23788324377897,-0.19216937055612
"144","NOAA-GFDL","GFDL-ESM2G","SEFSC_GOMex",0.025817803528608,-0.000898968679801107,1.03607587133409,-0.0348197196095704
"145","NOAA-GFDL","GFDL-ESM2M","AFSC_Aleutians",0.0234240723762179,0.00166677478040833,0.933570406371546,0.0711564903676005
"146","NOAA-GFDL","GFDL-ESM2M","AFSC_EBS",0.0260522253099261,-0.000272572385133812,1.0105731596127,-0.0104625375334045
"147","NOAA-GFDL","GFDL-ESM2M","AFSC_GOA",0.0187896664983177,-0.00169634679965277,1.09924033655003,-0.0902808360012482
"148","NOAA-GFDL","GFDL-ESM2M","AFSC_WCTri",0.0118397822840026,0.00182929282470538,0.866172889521983,0.154503924212951
"149","NOAA-GFDL","GFDL-ESM2M","DFO_NewfoundlandFall",0.0237745602379886,-0.00152741102857061,1.06865648331805,-0.064245605945216
"150","NOAA-GFDL","GFDL-ESM2M","DFO_NewfoundlandSpring",0.0390293616074189,-0.00376023312101522,1.10661542494493,-0.0963437003873632
"151","NOAA-GFDL","GFDL-ESM2M","DFO_ScotianShelf",0.0240053846919109,-0.00186941969115387,1.08445169167416,-0.0778750149246229
"152","NOAA-GFDL","GFDL-ESM2M","DFO_SoGulf",0.031427016122088,-0.00624567002130057,1.24802764698529,-0.198735699152517
"153","NOAA-GFDL","GFDL-ESM2M","NEFSC_NEUSFall",0.0244906408359427,0.0028790823277045,0.894807765848047,0.117558472519802
"154","NOAA-GFDL","GFDL-ESM2M","NEFSC_NEUSSpring",0.024480559017519,0.00250130638520879,0.907296758475568,0.102175215174571
"155","NOAA-GFDL","GFDL-ESM2M","NWFSC_WCAnn",0.00970104624807422,0.00239797253749849,0.801804379347033,0.247187001914821
"156","NOAA-GFDL","GFDL-ESM2M","SEFSC_GOMex",0.0298607713756357,-0.000117146415752263,1.00393853862501,-0.00392308739377867
